2019-09-30 08:32:18.123912,fcm,4,0:00:00.031242,31,12.433494528183743
2019-09-30 08:32:18.123912,fkm,4,0:00:00,2,124.75157634844224
2019-09-30 08:32:18.155161,fcm,4,0:00:00.015641,29,12.43349452819054
2019-09-30 08:32:18.155161,fkm,4,0:00:00,4,14.038171001337084
2019-09-30 08:32:18.186395,fcm,4,0:00:00.015605,14,12.43349452818498
2019-09-30 08:32:18.186395,fkm,4,0:00:00,12,62.74687192839189
2019-09-30 08:32:18.342647,fcm,4,0:00:00.015637,12,12.433494528185555
2019-09-30 08:32:18.342647,fkm,4,0:00:00,4,14.038171001337084
2019-09-30 08:32:18.373895,fcm,4,0:00:00.031248,15,12.43349452820623
2019-09-30 08:32:18.373895,fkm,4,0:00:00,6,14.038171001337084
2019-09-30 08:32:18.405127,fcm,4,0:00:00.031232,12,12.433494528193116
2019-09-30 08:32:18.405127,fkm,4,0:00:00,7,62.780859458632584
2019-09-30 08:32:18.420752,fcm,4,0:00:00.015625,12,12.433494528184152
2019-09-30 08:32:18.436380,fkm,4,0:00:00.015628,8,64.63160646531212
2019-09-30 08:32:18.451998,fcm,4,0:00:00.015618,13,12.43349452818509
2019-09-30 08:32:18.451998,fkm,4,0:00:00,4,14.038171001337084
2019-09-30 08:32:18.483246,fcm,4,0:00:00.015608,14,12.433494528187486
2019-09-30 08:32:18.483246,fkm,4,0:00:00,11,64.625063967215
2019-09-30 08:32:18.530117,fcm,4,0:00:00.031247,37,12.433494528184166
2019-09-30 08:32:18.530117,fkm,4,0:00:00,3,14.038171001337084
2019-09-30 08:32:18.561382,fcm,4,0:00:00.031265,12,12.433494528186355
2019-09-30 08:32:18.561382,fkm,4,0:00:00,15,64.625063967215
2019-09-30 08:32:18.592630,fcm,4,0:00:00.031248,14,12.433494528188474
2019-09-30 08:32:18.592630,fkm,4,0:00:00,8,62.74687192839189
2019-09-30 08:32:18.608238,fcm,4,0:00:00.015608,13,12.433494528184323
2019-09-30 08:32:18.623862,fkm,4,0:00:00.015624,4,14.038171001337084
2019-09-30 08:32:18.639485,fcm,4,0:00:00.015623,14,12.433494528189883
2019-09-30 08:32:18.639485,fkm,4,0:00:00,8,62.74687192839189
2019-09-30 08:32:18.670732,fcm,4,0:00:00.015623,13,12.433494528183655
2019-09-30 08:32:18.670732,fkm,4,0:00:00,10,62.7442261638869
2019-09-30 08:32:18.717606,fcm,4,0:00:00.031250,35,12.43349452818486
2019-09-30 08:32:18.717606,fkm,4,0:00:00,4,14.038171001337084
2019-09-30 08:32:18.733228,fcm,4,0:00:00.015622,16,12.433494528183774
2019-09-30 08:32:18.733228,fkm,4,0:00:00,2,14.038171001337084
2019-09-30 08:32:18.764476,fcm,4,0:00:00.015623,13,12.43349452818741
2019-09-30 08:32:18.764476,fkm,4,0:00:00,4,14.038171001337084
2019-09-30 08:32:18.795725,fcm,4,0:00:00.015619,13,12.433494528186802
2019-09-30 08:32:18.795725,fkm,4,0:00:00,10,62.782246468303654
2019-09-30 08:32:18.826973,fcm,4,0:00:00.031248,13,12.433494528199597
2019-09-30 08:32:18.826973,fkm,4,0:00:00,4,14.038171001337084
2019-09-30 08:32:18.842595,fcm,4,0:00:00.015622,12,12.433494528184239
2019-09-30 08:32:18.858219,fkm,4,0:00:00.015624,4,14.038171001337084
2019-09-30 08:32:18.873843,fcm,4,0:00:00.015624,13,12.433494528186621
2019-09-30 08:32:18.873843,fkm,4,0:00:00,10,62.7442261638869
2019-09-30 08:32:18.905091,fcm,4,0:00:00.015622,15,12.43349452818587
2019-09-30 08:32:18.905091,fkm,4,0:00:00,3,14.038171001337084
2019-09-30 08:32:18.936340,fcm,4,0:00:00.015588,20,12.433494528183695
2019-09-30 08:32:18.936340,fkm,4,0:00:00,4,14.038171001337084
2019-09-30 08:32:18.967588,fcm,4,0:00:00.015605,16,12.433494528183708
2019-09-30 08:32:18.967588,fkm,4,0:00:00,5,64.96321541485638
2019-09-30 08:32:18.998838,fcm,4,0:00:00.031250,14,12.433494528188575
2019-09-30 08:32:18.998838,fkm,4,0:00:00,9,62.74129545086946
2019-09-30 08:32:19.030083,fcm,4,0:00:00.031245,13,12.433494528198839
2019-09-30 08:32:19.030083,fkm,4,0:00:00,10,64.96321541485638
2019-09-30 08:32:19.061331,fcm,4,0:00:00.031248,38,12.433494528184012
2019-09-30 08:32:19.061331,fkm,4,0:00:00,8,64.61587686535995
2019-09-30 08:32:19.092578,fcm,4,0:00:00.015602,14,12.433494528184605
2019-09-30 08:32:19.092578,fkm,4,0:00:00,4,14.038171001337084
2019-09-30 08:32:19.123826,fcm,4,0:00:00.015622,15,12.433494528184122
2019-09-30 08:32:19.123826,fkm,4,0:00:00,4,14.038171001337084
2019-09-30 08:32:19.155074,fcm,4,0:00:00.015624,15,12.43349452818468
2019-09-30 08:32:19.155074,fkm,4,0:00:00,4,14.038171001337084
2019-09-30 08:32:19.186323,fcm,4,0:00:00.015626,37,12.433494528188904
2019-09-30 08:32:19.201945,fkm,4,0:00:00.015622,7,62.780859458632584
2019-09-30 08:32:19.217569,fcm,4,0:00:00.015624,13,12.433494528184916
2019-09-30 08:32:19.217569,fkm,4,0:00:00,4,14.038171001337084
2019-09-30 08:32:19.248817,fcm,4,0:00:00.015602,17,12.433494528188016
2019-09-30 08:32:19.248817,fkm,4,0:00:00,3,14.038171001337082
2019-09-30 08:32:19.280065,fcm,4,0:00:00.015600,13,12.433494528186136
2019-09-30 08:32:19.280065,fkm,4,0:00:00,3,14.038171001337084
2019-09-30 08:32:19.311330,fcm,4,0:00:00.031265,14,12.433494528187751
2019-09-30 08:32:19.311330,fkm,4,0:00:00,12,64.625063967215
2019-09-30 08:32:19.342563,fcm,4,0:00:00.031233,13,12.4334945281906
2019-09-30 08:32:19.342563,fkm,4,0:00:00,2,14.038171001337082
2019-09-30 08:32:19.358184,fcm,4,0:00:00.015621,12,12.433494528188204
2019-09-30 08:32:19.373809,fkm,4,0:00:00.015625,3,14.038171001337084
2019-09-30 08:32:19.389432,fcm,4,0:00:00.015623,14,12.433494528196354
2019-09-30 08:32:19.389432,fkm,4,0:00:00,3,68.1158727232786
2019-09-30 08:32:19.436320,fcm,4,0:00:00.031259,37,12.43349452819423
2019-09-30 08:32:19.436320,fkm,4,0:00:00,7,62.74687192839189
2019-09-30 08:32:19.467568,fcm,4,0:00:00.031248,14,12.433494528184621
2019-09-30 08:32:19.467568,fkm,4,0:00:00,2,14.038171001337082
2019-09-30 08:32:19.498817,fcm,4,0:00:00.031249,23,12.43349452818481
2019-09-30 08:32:19.498817,fkm,4,0:00:00,9,64.62620756837012
2019-09-30 08:32:19.514423,fcm,4,0:00:00.015606,12,12.433494528187438
2019-09-30 08:32:19.514423,fkm,4,0:00:00,4,14.038171001337082
2019-09-30 08:32:19.545671,fcm,4,0:00:00.015624,14,12.433494528187383
2019-09-30 08:32:19.545671,fkm,4,0:00:00,4,14.038171001337082
2019-09-30 08:32:19.576919,fcm,4,0:00:00.015600,13,12.433494528197102
2019-09-30 08:32:19.576919,fkm,4,0:00:00,4,14.038171001337084
2019-09-30 08:32:19.608169,fcm,4,0:00:00.015606,13,12.433494528183967
2019-09-30 08:32:19.608169,fkm,4,0:00:00,8,64.63160646531212
2019-09-30 08:32:19.623790,fcm,4,0:00:00.015621,11,12.433494528186921
2019-09-30 08:32:19.639431,fkm,4,0:00:00.015641,8,62.74418438905034
2019-09-30 08:32:19.655041,fcm,4,0:00:00.015610,16,12.433494528186564
2019-09-30 08:32:19.655041,fkm,4,0:00:00,2,14.038171001337084
2019-09-30 08:32:19.686286,fcm,4,0:00:00.015601,12,12.433494528189751
2019-09-30 08:32:19.686286,fkm,4,0:00:00,3,14.038171001337082
2019-09-30 08:32:19.717535,fcm,4,0:00:00.015593,15,12.433494528189962
2019-09-30 08:32:19.717535,fkm,4,0:00:00,4,14.038171001337084
